ID	Year	Source	MST-14	MST-58	MST-99	MST-208	MST-224	MST-270	MST-318	MST-394	MST-414
SRR12734232	2020	Bovine	singleton_252	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12734384	2020	Chicken	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12734507	2020	Human	cluster_188	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12734770	2020	Human	singleton_328	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12743082	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12743104	2020	Human	singleton_2	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12749202	2020	Swine	cluster_107	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12749520	2020	Human	cluster_154	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12749796	2020	Human	singleton_959	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12765718	2020	Human	cluster_107	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12766661	2020	Human	cluster_146	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12766662	2020	Human	cluster_146	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12772055	2020	Human	cluster_2	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12774437	2020	Human	singleton_600	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12777258	2020	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12777270	2020	Human	singleton_858	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12777356	2020	Human	cluster_99	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12779391	2020	Human	cluster_189	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12779898	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12786764	2020	Human	cluster_8	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12790203	2020	Human	cluster_35	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12795660	2020	Human	cluster_99	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12819384	2020	Human	singleton_158	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12819693	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12820394	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12820418	2020	Human	cluster_107	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12823310	2020	Human	singleton_993	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12823466	2020	Swine	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12823675	2020	Human	cluster_178	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12824498	2020	Human	cluster_140	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12826980	2020	Human	cluster_135	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12827114	2020	Human	cluster_181	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12827374	2020	Human	cluster_181	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12827804	2020	Human	cluster_191	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12836298	2020	Human	singleton_121	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12837168	2020	Human	cluster_222	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12841263	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12879580	2020	Human	cluster_141	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12884672	2020	Human	cluster_166	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12885532	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12885543	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12905838	2020	Human	cluster_185	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12905853	2020	Human	cluster_140	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12906236	2020	Human	cluster_48	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12906856	2020	Human	singleton_1199	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12917110	2020	Human	cluster_57	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12924805	2019	Human	singleton_867	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12924808	2019	Human	singleton_125	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12926771	2020	Human	cluster_140	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12930878	2020	Human	singleton_1005	singleton_26	singleton_8	singleton_5	singleton_4	singleton_3	cluster_2	cluster_2	cluster_1
SRR12931248	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12931829	2020	Human	singleton_136	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12935197	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12937873	2020	Human	singleton_437	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12937883	2020	Human	cluster_188	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12937895	2020	Turkey	singleton_669	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12939100	2020	Swine	singleton_517	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12949664	2020	Swine	cluster_191	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12949665	2020	Swine	singleton_453	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12949745	2020	Turkey	singleton_937	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12967641	2020	Human	cluster_48	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12971457	2020	Bovine	cluster_81	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12971979	2020	Human	cluster_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12972002	2020	Human	cluster_161	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12975370	2020	Human	singleton_151	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12978863	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12982431	2020	Human	cluster_9	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12982471	2020	Human	cluster_140	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12982483	2020	Swine	singleton_668	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12993355	2020	Human	cluster_166	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR12993395	2020	Human	cluster_140	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13017536	2020	Human	singleton_722	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13019418	2020	Human	cluster_146	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13020277	2020	Human	singleton_193	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13020389	2020	Human	cluster_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13020483	2020	Human	cluster_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13048061	2020	Human	cluster_180	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13066374	2020	Human	cluster_9	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13066375	2020	Human	cluster_9	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13066389	2020	Human	cluster_166	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13067470	2020	Swine	singleton_293	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13071798	2020	Human	cluster_48	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13081909	2020	Human	singleton_495	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13107648	2020	Turkey	cluster_65	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13108245	2020	Turkey	singleton_341	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13111125	2020	Turkey	cluster_191	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13118773	2020	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13132120	2020	Turkey	cluster_180	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13142768	2020	Human	cluster_48	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13147352	2020	Human	cluster_26	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13162999	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13166823	2020	Human	cluster_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13166835	2020	Human	singleton_612	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13168734	2020	Human	cluster_185	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13168761	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13174003	2020	Human	singleton_1080	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13175999	2020	Human	cluster_166	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13181884	2020	Human	cluster_220	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13193882	2020	Swine	cluster_228	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13207685	2020	Human	cluster_26	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13209142	2020	Human	cluster_141	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13212055	2020	Human	cluster_181	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13215605	2020	Human	cluster_133	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13224607	2020	Human	cluster_161	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13238474	2020	Swine	cluster_170	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13238692	2020	Human	cluster_121	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13245242	2020	Sheep/Goat	cluster_222	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13245300	2020	Swine	singleton_367	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13254086	2020	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13255958	2020	Human	singleton_241	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13257091	2020	Human	cluster_79	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13258975	2020	Human	cluster_121	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13258976	2020	Human	cluster_170	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13268995	2020	Human	cluster_135	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13281504	2020	Human	cluster_133	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13282640	2020	Human	singleton_217	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13288052	2020	Human	cluster_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13289548	2020	Human	cluster_150	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13289717	2020	Human	cluster_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13290838	2020	Human	cluster_220	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13295006	2020	Human	singleton_942	singleton_25	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13295278	2020	Swine	singleton_93	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13302043	2020	Human	singleton_404	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13313051	2020	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13314879	2020	Swine	singleton_292	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13316886	2020	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13321663	2020	Bovine	singleton_74	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13321675	2020	Chicken	singleton_471	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13330718	2020	Human	cluster_13	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13338123	2020	Swine	cluster_57	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13340847	2020	Swine	singleton_315	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13340861	2020	Swine	singleton_58	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13357460	2020	Human	cluster_190	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13389655	2020	Human	cluster_14	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13417885	2020	Human	singleton_135	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13421125	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13426339	2020	Human	cluster_13	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13438484	2020	Human	cluster_155	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13481674	2020	Swine	cluster_43	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13491570	2020	Human	cluster_185	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13491582	2021	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13492881	2020	Human	cluster_141	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13510877	2021	Turkey	cluster_191	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13518468	2021	Bovine	cluster_107	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13535250	2020	Human	cluster_79	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13562690	2020	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13571726	2020	Human	singleton_458	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13577425	2021	Human	singleton_776	cluster_1	cluster_1	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13603861	2021	Human	cluster_146	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13605027	2021	Human	cluster_146	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13624029	2021	Human	cluster_14	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13626326	2021	Human	singleton_47	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13635182	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13642988	2021	Bovine	singleton_746	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13644117	2021	Swine	singleton_99	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13651740	2021	Human	cluster_128	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13652136	2021	Human	singleton_387	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13658389	2011	Human	cluster_81	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13660289	2021	Human	cluster_218	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13668440	2020	Human	singleton_541	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13690578	2021	Bovine	singleton_1031	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13705515	2019	Human	singleton_693	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13706153	2019	Human	singleton_824	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13706200	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13708235	2019	Human	singleton_1140	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13721423	2021	Human	singleton_923	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13721434	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13734409	2021	Human	singleton_1050	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13734424	2021	Human	singleton_216	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13737201	2021	Human	singleton_939	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13738033	2021	Swine	singleton_667	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13741267	2021	Human	cluster_111	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13744203	2020	Human	singleton_16	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13747348	2021	Sheep/Goat	cluster_222	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13748966	2021	Human	cluster_14	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13764406	2021	Swine	singleton_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13780075	2021	Human	cluster_150	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13790730	2021	Bovine	singleton_394	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13794602	2021	Human	singleton_1120	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13797379	2021	Swine	singleton_355	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13808183	2021	Human	cluster_47	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13811162	2021	Human	singleton_821	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13817384	2021	Swine	singleton_891	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13833695	2019	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13856880	2021	Human	singleton_797	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13858525	2021	Human	cluster_14	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13863746	2021	Human	cluster_146	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13908960	2021	Human	cluster_2	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13926762	2021	Turkey	cluster_207	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13938822	2021	Human	cluster_195	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13944306	2021	Swine	cluster_190	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13944339	2021	Human	cluster_153	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13945097	2021	Human	cluster_181	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13950407	2020	Human	cluster_8	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13955576	2021	Human	cluster_170	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13979378	2021	Human	cluster_141	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13987482	2021	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13988135	2021	Human	singleton_909	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR13989576	2021	Human	cluster_229	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR14029658	2021	Swine	singleton_619	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR14038122	2021	Human	cluster_14	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR14038132	2021	Human	singleton_630	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR14038137	2021	Human	singleton_1081	cluster_8	cluster_5	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR14049057	2021	Human	cluster_154	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR14053665	2021	Swine	singleton_921	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
SRR14069640	2021	Human	cluster_145	cluster_9	cluster_6	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1
