ID	Year	Source	MST-14	MST-57	MST-65	MST-76	MST-83
SRR2648912	2015	Swine	cluster_50	cluster_5	cluster_3	cluster_2	cluster_1
SRR26619179	2023	Human	cluster_69	cluster_5	cluster_3	cluster_2	cluster_1
SRR26639463	2023	Bovine	cluster_53	cluster_5	cluster_3	cluster_2	cluster_1
SRR26666362	2023	Bovine	cluster_53	cluster_5	cluster_3	cluster_2	cluster_1
SRR26959363	2023	Swine	singleton_24	cluster_5	cluster_3	cluster_2	cluster_1
SRR26960979	2023	Human	singleton_13	cluster_5	cluster_3	cluster_2	cluster_1
SRR27012735	2023	Swine	cluster_31	cluster_5	cluster_3	cluster_2	cluster_1
SRR27016803	2023	Human	cluster_33	cluster_5	cluster_3	cluster_2	cluster_1
SRR27339524	2023	Swine	cluster_16	cluster_5	cluster_3	cluster_2	cluster_1
SRR27345971	2023	Human	cluster_48	cluster_5	cluster_3	cluster_2	cluster_1
SRR27372510	2023	Human	singleton_117	cluster_5	cluster_3	cluster_2	cluster_1
SRR27372552	2023	Human	singleton_76	cluster_5	cluster_3	cluster_2	cluster_1
SRR27374018	2023	Human	cluster_16	cluster_5	cluster_3	cluster_2	cluster_1
SRR27407665	2023	Human	cluster_16	cluster_5	cluster_3	cluster_2	cluster_1
SRR27420661	2023	Bovine	singleton_39	cluster_5	cluster_3	cluster_2	cluster_1
SRR27605705	2023	Human	cluster_36	cluster_5	cluster_3	cluster_2	cluster_1
SRR27684856	2023	Human	cluster_14	cluster_5	cluster_3	cluster_2	cluster_1
SRR27764135	2024	Human	cluster_49	cluster_5	cluster_3	cluster_2	cluster_1
SRR27798774	2024	Human	cluster_14	cluster_5	cluster_3	cluster_2	cluster_1
SRR27829610	2024	Human	cluster_48	cluster_5	cluster_3	cluster_2	cluster_1
SRR27833328	2024	Human	cluster_36	cluster_5	cluster_3	cluster_2	cluster_1
SRR27833329	2024	Human	cluster_36	cluster_5	cluster_3	cluster_2	cluster_1
SRR27968729	2024	Human	cluster_14	cluster_5	cluster_3	cluster_2	cluster_1
SRR28083729	2024	Turkey	cluster_66	cluster_5	cluster_3	cluster_2	cluster_1
SRR28091889	2024	Human	singleton_81	cluster_5	cluster_3	cluster_2	cluster_1
SRR28198868	2024	Human	cluster_18	cluster_5	cluster_3	cluster_2	cluster_1
SRR28212196	2024	Swine	cluster_74	cluster_5	cluster_3	cluster_2	cluster_1
SRR28226046	2024	Human	singleton_116	cluster_5	cluster_3	cluster_2	cluster_1
SRR2829108	2015	Swine	cluster_62	cluster_5	cluster_3	cluster_2	cluster_1
SRR28379105	2024	Human	cluster_14	cluster_5	cluster_3	cluster_2	cluster_1
SRR2973703	2015	Swine	cluster_51	cluster_5	cluster_3	cluster_2	cluster_1
SRR2989564	2015	Swine	singleton_168	cluster_4	cluster_3	cluster_2	cluster_1
SRR3056918	2015	Swine	singleton_18	cluster_5	cluster_3	cluster_2	cluster_1
SRR3062689	2015	Swine	cluster_59	cluster_5	cluster_3	cluster_2	cluster_1
SRR3180034	2015	Swine	singleton_160	cluster_4	cluster_3	cluster_2	cluster_1
SRR3187150	2016	Swine	cluster_31	cluster_5	cluster_3	cluster_2	cluster_1
SRR3226928	2016	Swine	singleton_94	cluster_5	cluster_3	cluster_2	cluster_1
SRR3240240	2016	Bovine	singleton_150	cluster_5	cluster_3	cluster_2	cluster_1
SRR3402075	2016	Swine	singleton_90	cluster_5	cluster_3	cluster_2	cluster_1
SRR3489318	2016	Swine	cluster_61	cluster_5	cluster_3	cluster_2	cluster_1
SRR3495150	2015	Human	singleton_161	cluster_5	cluster_3	cluster_2	cluster_1
SRR3499815	2015	Human	cluster_57	cluster_5	cluster_3	cluster_2	cluster_1
SRR3726309	2016	Swine	singleton_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR3897959	2016	Human	cluster_27	cluster_5	cluster_3	cluster_2	cluster_1
SRR3933747	2016	Swine	singleton_127	cluster_5	cluster_3	cluster_2	cluster_1
SRR4039930	2016	Human	cluster_35	cluster_5	cluster_3	cluster_2	cluster_1
SRR4101352	2016	Human	cluster_6	cluster_3	cluster_2	cluster_1	cluster_1
SRR4288980	2016	Swine	cluster_26	cluster_5	cluster_3	cluster_2	cluster_1
SRR4288982	2016	Swine	cluster_44	cluster_5	cluster_3	cluster_2	cluster_1
SRR4453702	2016	Swine	singleton_153	cluster_5	cluster_3	cluster_2	cluster_1
SRR5019462	2016	Swine	cluster_26	cluster_5	cluster_3	cluster_2	cluster_1
SRR5023372	2016	Human	singleton_79	cluster_5	cluster_3	cluster_2	cluster_1
SRR5044955	2016	Swine	singleton_30	cluster_5	cluster_3	cluster_2	cluster_1
SRR5129729	2016	Swine	cluster_44	cluster_5	cluster_3	cluster_2	cluster_1
SRR5152305	2016	Swine	singleton_118	cluster_5	cluster_3	cluster_2	cluster_1
SRR5159855	2016	Human	cluster_35	cluster_5	cluster_3	cluster_2	cluster_1
SRR5221539	2017	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR5237751	2016	Chicken	singleton_92	cluster_5	cluster_3	cluster_2	cluster_1
SRR5238180	2017	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR5249529	2016	Human	cluster_32	cluster_5	cluster_3	cluster_2	cluster_1
SRR5249649	2017	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR5249666	2017	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR5336213	2017	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR5341754	2017	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR5345370	2017	Turkey	singleton_167	cluster_5	cluster_3	cluster_2	cluster_1
SRR5349184	2017	Swine	cluster_8	cluster_5	cluster_3	cluster_2	cluster_1
SRR5361169	2017	Human	cluster_62	cluster_5	cluster_3	cluster_2	cluster_1
SRR5365044	2017	Swine	singleton_6	cluster_5	cluster_3	cluster_2	cluster_1
SRR5382735	2015	Human	singleton_87	cluster_5	cluster_3	cluster_2	cluster_1
SRR5418842	2017	Human	singleton_124	cluster_5	cluster_3	cluster_2	cluster_1
SRR5441710	2017	Swine	cluster_54	cluster_5	cluster_3	cluster_2	cluster_1
SRR5444236	2017	Swine	singleton_3	cluster_1	cluster_3	cluster_2	cluster_1
SRR5448566	2017	Turkey	cluster_66	cluster_5	cluster_3	cluster_2	cluster_1
SRR5459314	2017	Human	cluster_54	cluster_5	cluster_3	cluster_2	cluster_1
SRR5471246	2017	Swine	singleton_110	cluster_5	cluster_3	cluster_2	cluster_1
SRR5496992	2017	Turkey	cluster_66	cluster_5	cluster_3	cluster_2	cluster_1
SRR5498991	2017	Swine	singleton_111	cluster_5	cluster_3	cluster_2	cluster_1
SRR5500960	2017	Human	cluster_54	cluster_5	cluster_3	cluster_2	cluster_1
SRR5514363	2017	Swine	singleton_45	cluster_5	cluster_3	cluster_2	cluster_1
SRR5584817	Unknown	Human	cluster_74	cluster_5	cluster_3	cluster_2	cluster_1
SRR5590052	2017	Human	singleton_107	cluster_5	cluster_3	cluster_2	cluster_1
SRR5605880	2016	Human	singleton_38	cluster_5	cluster_3	cluster_2	cluster_1
SRR5632695	2017	Swine	cluster_35	cluster_5	cluster_3	cluster_2	cluster_1
SRR5642146	2017	Human	cluster_8	cluster_5	cluster_3	cluster_2	cluster_1
SRR5680982	2017	Turkey	cluster_66	cluster_5	cluster_3	cluster_2	cluster_1
SRR5683893	2017	Swine	cluster_2	cluster_5	cluster_3	cluster_2	cluster_1
SRR5684084	2017	Chicken	cluster_44	cluster_5	cluster_3	cluster_2	cluster_1
SRR5762157	2017	Swine	cluster_2	cluster_5	cluster_3	cluster_2	cluster_1
SRR5815858	2017	Swine	cluster_12	cluster_5	cluster_3	cluster_2	cluster_1
SRR5868561	Unknown	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR5901882	2017	Bovine	cluster_54	cluster_5	cluster_3	cluster_2	cluster_1
SRR5908502	2017	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR6050787	2017	Human	singleton_125	cluster_5	cluster_3	cluster_2	cluster_1
SRR6107566	2017	Human	singleton_173	cluster_5	cluster_3	cluster_2	cluster_1
SRR6107633	2017	Human	cluster_4	cluster_2	cluster_1	cluster_2	cluster_1
SRR6107881	2017	Human	singleton_174	cluster_5	cluster_3	cluster_2	cluster_1
SRR6155419	2017	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR6197791	2017	Swine	cluster_12	cluster_5	cluster_3	cluster_2	cluster_1
SRR6207084	2017	Swine	cluster_50	cluster_5	cluster_3	cluster_2	cluster_1
SRR6217877	2017	Human	singleton_26	cluster_5	cluster_3	cluster_2	cluster_1
SRR6243535	2017	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6243561	2017	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR6243678	2017	Human	cluster_4	cluster_2	cluster_1	cluster_2	cluster_1
SRR6250375	2017	Swine	singleton_149	cluster_5	cluster_3	cluster_2	cluster_1
SRR6250381	2017	Bovine	singleton_151	cluster_5	cluster_3	cluster_2	cluster_1
SRR6254924	2017	Human	singleton_14	cluster_5	cluster_3	cluster_2	cluster_1
SRR6255488	2017	Swine	singleton_43	cluster_5	cluster_3	cluster_2	cluster_1
SRR6289919	2017	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6310516	2017	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6330640	2017	Human	singleton_27	cluster_5	cluster_3	cluster_2	cluster_1
SRR6335618	2017	Swine	singleton_7	cluster_5	cluster_3	cluster_2	cluster_1
SRR6353922	2017	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6353936	2017	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6375862	2017	Swine	cluster_52	cluster_5	cluster_3	cluster_2	cluster_1
SRR6380489	2017	Swine	singleton_155	cluster_5	cluster_3	cluster_2	cluster_1
SRR6386392	2017	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR6424845	2017	Swine	cluster_58	cluster_5	cluster_3	cluster_2	cluster_1
SRR6652755	2018	Swine	cluster_16	cluster_5	cluster_3	cluster_2	cluster_1
SRR6663346	2017	Human	singleton_122	cluster_5	cluster_3	cluster_2	cluster_1
SRR6676524	2017	Human	cluster_6	cluster_3	cluster_2	cluster_1	cluster_1
SRR6704102	2018	Bovine	singleton_68	cluster_5	cluster_3	cluster_2	cluster_1
SRR6766118	2018	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6795010	2017	Human	cluster_62	cluster_5	cluster_3	cluster_2	cluster_1
SRR6795878	2017	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6810025	2018	Swine	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR6815968	2018	Swine	singleton_193	cluster_5	cluster_3	cluster_2	cluster_1
SRR6870254	2018	Human	singleton_123	singleton_2	singleton_2	singleton_1	singleton_1
SRR6876183	2018	Swine	cluster_16	cluster_5	cluster_3	cluster_2	cluster_1
SRR6880104	Unknown	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR6881434	2014	Human	cluster_51	cluster_5	cluster_3	cluster_2	cluster_1
SRR6881438	2016	Human	cluster_8	cluster_5	cluster_3	cluster_2	cluster_1
SRR6885390	2018	Human	cluster_30	cluster_5	cluster_3	cluster_2	cluster_1
SRR6902750	2018	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR6933277	2018	Swine	cluster_70	cluster_5	cluster_3	cluster_2	cluster_1
SRR6950222	2018	Swine	singleton_96	cluster_5	cluster_3	cluster_2	cluster_1
SRR7028201	2018	Human	singleton_77	cluster_5	cluster_3	cluster_2	cluster_1
SRR7049904	2018	Swine	cluster_60	cluster_5	cluster_3	cluster_2	cluster_1
SRR7063173	2018	Swine	cluster_60	cluster_5	cluster_3	cluster_2	cluster_1
SRR7075011	2018	Chicken	cluster_49	cluster_5	cluster_3	cluster_2	cluster_1
SRR7075012	2018	Swine	cluster_8	cluster_5	cluster_3	cluster_2	cluster_1
SRR7077026	2018	Swine	cluster_51	cluster_5	cluster_3	cluster_2	cluster_1
SRR7084795	2018	Swine	cluster_52	cluster_5	cluster_3	cluster_2	cluster_1
SRR7130976	2018	Turkey	cluster_66	cluster_5	cluster_3	cluster_2	cluster_1
SRR7162811	2018	Human	cluster_70	cluster_5	cluster_3	cluster_2	cluster_1
SRR7162828	2018	Human	cluster_70	cluster_5	cluster_3	cluster_2	cluster_1
SRR7189173	2017	Human	cluster_54	cluster_5	cluster_3	cluster_2	cluster_1
SRR7221525	2018	Swine	cluster_6	cluster_3	cluster_2	cluster_1	cluster_1
SRR7292617	2018	Swine	singleton_163	cluster_5	cluster_3	cluster_2	cluster_1
SRR7300445	2018	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR7426249	2018	Other	singleton_70	cluster_5	cluster_3	cluster_2	cluster_1
SRR7500863	2018	Swine	cluster_70	cluster_5	cluster_3	cluster_2	cluster_1
SRR7543303	2018	Swine	singleton_191	cluster_5	cluster_3	cluster_2	cluster_1
SRR7601374	2018	Human	singleton_98	cluster_5	cluster_3	cluster_2	cluster_1
SRR7650219	2018	Turkey	singleton_145	cluster_5	cluster_3	cluster_2	cluster_1
SRR7703001	2018	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR7741053	2018	Human	cluster_25	cluster_5	cluster_3	cluster_2	cluster_1
SRR7771726	2018	Swine	singleton_9	cluster_5	cluster_3	cluster_2	cluster_1
SRR7785143	2018	Swine	singleton_192	cluster_5	cluster_3	cluster_2	cluster_1
SRR7955897	2018	Bovine	singleton_156	cluster_5	cluster_3	cluster_2	cluster_1
SRR8054442	Unknown	Unspecified Animal	cluster_25	cluster_5	cluster_3	cluster_2	cluster_1
SRR8066621	2018	Swine	singleton_28	cluster_5	cluster_3	cluster_2	cluster_1
SRR8078632	2018	Bovine	cluster_16	cluster_5	cluster_3	cluster_2	cluster_1
SRR8103359	2018	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR8133443	2018	Human	singleton_8	cluster_5	cluster_3	cluster_2	cluster_1
SRR8172876	2018	Swine	singleton_114	cluster_5	cluster_3	cluster_2	cluster_1
SRR8192741	2018	Swine	cluster_51	cluster_5	cluster_3	cluster_2	cluster_1
SRR8193032	2018	Human	singleton_112	cluster_5	cluster_3	cluster_2	cluster_1
SRR8256252	2018	Swine	cluster_46	cluster_5	cluster_3	cluster_2	cluster_1
SRR8286573	2018	Swine	singleton_154	cluster_5	cluster_3	cluster_2	cluster_1
SRR8299146	2018	Human	cluster_21	cluster_5	cluster_3	cluster_2	cluster_1
SRR8299278	2018	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR8313032	2018	Swine	singleton_67	cluster_5	cluster_3	cluster_2	cluster_1
SRR8321707	2018	Swine	cluster_61	cluster_5	cluster_3	cluster_2	cluster_1
SRR8355610	2018	Human	singleton_44	cluster_5	cluster_3	cluster_2	cluster_1
SRR8364828	2018	Swine	cluster_44	cluster_5	cluster_3	cluster_2	cluster_1
SRR8395206	2018	Swine	cluster_32	cluster_5	cluster_3	cluster_2	cluster_1
SRR8404000	2018	Chicken	singleton_144	cluster_5	cluster_3	cluster_2	cluster_1
SRR8469628	2019	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR8522978	2019	Swine	cluster_51	cluster_5	cluster_3	cluster_2	cluster_1
SRR8532431	2019	Human	cluster_64	cluster_5	cluster_3	cluster_2	cluster_1
SRR8548562	2019	Swine	singleton_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR8575910	2019	Human	cluster_55	cluster_5	cluster_3	cluster_2	cluster_1
SRR8593409	2019	Chicken	singleton_88	cluster_5	cluster_3	cluster_2	cluster_1
SRR8645011	2019	Swine	singleton_162	cluster_5	cluster_3	cluster_2	cluster_1
SRR8647355	2018	Human	singleton_184	cluster_5	cluster_3	cluster_2	cluster_1
SRR8695701	2019	Swine	singleton_170	cluster_5	cluster_3	cluster_2	cluster_1
SRR8707494	2019	Turkey	cluster_66	cluster_5	cluster_3	cluster_2	cluster_1
SRR8723127	2019	Swine	cluster_5	cluster_5	cluster_3	cluster_2	cluster_1
SRR8731585	2019	Swine	cluster_74	cluster_5	cluster_3	cluster_2	cluster_1
SRR8734116	2019	Human	singleton_52	cluster_5	cluster_3	cluster_2	cluster_1
SRR8752545	2016	Human	cluster_47	cluster_5	cluster_3	cluster_2	cluster_1
SRR8753358	2019	Swine	cluster_27	cluster_5	cluster_3	cluster_2	cluster_1
SRR8754541	2019	Swine	singleton_141	cluster_5	cluster_3	cluster_2	cluster_1
SRR8878830	2019	Human	cluster_74	cluster_5	cluster_3	cluster_2	cluster_1
SRR8888189	2019	Human	cluster_69	cluster_5	cluster_3	cluster_2	cluster_1
SRR8888353	2019	Human	cluster_74	cluster_5	cluster_3	cluster_2	cluster_1
SRR8926678	2019	Human	cluster_40	cluster_5	cluster_3	cluster_2	cluster_1
SRR8942638	2019	Swine	cluster_44	cluster_5	cluster_3	cluster_2	cluster_1
SRR8942741	2019	Human	cluster_18	cluster_5	cluster_3	cluster_2	cluster_1
SRR8996067	2019	Swine	singleton_47	cluster_5	cluster_3	cluster_2	cluster_1
SRR9072005	2019	Human	singleton_194	cluster_5	cluster_3	cluster_2	cluster_1
SRR9127675	2019	Swine	singleton_15	cluster_5	cluster_3	cluster_2	cluster_1
SRR9184571	2019	Human	cluster_65	cluster_5	cluster_3	cluster_2	cluster_1
SRR9207116	2019	Swine	cluster_57	cluster_5	cluster_3	cluster_2	cluster_1
SRR9609618	2019	Swine	cluster_70	cluster_5	cluster_3	cluster_2	cluster_1
SRR9643370	2019	Swine	cluster_6	cluster_3	cluster_2	cluster_1	cluster_1
SRR9647149	2019	Human	singleton_135	cluster_5	cluster_3	cluster_2	cluster_1
SRR9693311	2019	Human	singleton_157	cluster_5	cluster_3	cluster_2	cluster_1
SRR9864987	2019	Other	singleton_84	cluster_5	cluster_3	cluster_2	cluster_1
SRR9895575	2019	Chicken	cluster_42	cluster_5	cluster_3	cluster_2	cluster_1
SRR9943197	2019	Swine	cluster_73	cluster_5	cluster_3	cluster_2	cluster_1
SRR9973971	2019	Human	cluster_6	cluster_3	cluster_2	cluster_1	cluster_1
