ID	Year	Source	MST-14	MST-62	MST-81	MST-106	MST-139	MST-165	MST-188	MST-217	MST-294	MST-664	MST-1006	MST-1084	MST-1423	MST-1435	MST-1499	MST-3249
SRR12269827	2020	Human	singleton_2440	cluster_88	cluster_55	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12282260	2020	Human	singleton_1728	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12286919	2020	Human	singleton_2721	singleton_459	singleton_226	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12288343	2020	Human	singleton_4527	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12290186	2020	Human	singleton_1877	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12290399	2020	Human	singleton_1902	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12290430	2020	Human	singleton_3020	cluster_134	cluster_78	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12300106	2020	Bovine	singleton_458	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12315260	2020	Human	singleton_3145	singleton_638	cluster_141	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12315387	2020	Human	singleton_2037	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12315395	2020	Human	singleton_1997	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12315396	2020	Human	cluster_230	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12316782	2020	Human	cluster_15	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12316791	2020	Human	singleton_1937	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12316811	2020	Human	singleton_3762	cluster_198	cluster_124	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12323771	2020	Human	singleton_4352	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12327348	2003	Unknown	singleton_1398	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12330726	2020	Human	singleton_1642	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12335183	2020	Human	singleton_3288	cluster_148	cluster_86	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12335214	2020	Human	singleton_2138	cluster_124	cluster_137	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12339319	2020	Human	singleton_2281	singleton_259	cluster_36	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12341485	2020	Human	singleton_3756	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12341493	2020	Human	cluster_301	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR12344490	2020	Human	singleton_2642	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12344492	2020	Human	cluster_318	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12344493	2020	Human	singleton_4306	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12344501	2020	Human	singleton_3673	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12352213	2020	Human	cluster_209	cluster_40	cluster_151	cluster_75	cluster_36	cluster_27	cluster_17	cluster_13	cluster_8	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12356867	2020	Human	singleton_1569	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12362587	2020	Bovine	cluster_104	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12362657	2020	Bovine	singleton_4693	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12362658	2020	Bovine	singleton_5025	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12362737	2020	Bovine	singleton_342	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12376964	2020	Bovine	singleton_556	cluster_230	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12377480	2020	Bovine	cluster_410	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12377529	2020	Human	cluster_301	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR12383936	2020	Human	singleton_2317	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12385163	2020	Human	cluster_301	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR12386233	2020	Bovine	cluster_366	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12389198	2020	Human	singleton_3653	cluster_180	cluster_107	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12389209	2020	Human	singleton_2868	singleton_522	cluster_88	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12389293	2020	Human	singleton_2426	cluster_89	cluster_54	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12389295	2020	Human	cluster_410	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12391330	2020	Human	singleton_4528	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12392468	2020	Human	singleton_4193	cluster_235	cluster_152	cluster_76	cluster_37	cluster_28	cluster_18	cluster_14	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12393616	2020	Human	singleton_3717	singleton_875	cluster_113	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12394645	2020	Bovine	cluster_366	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12401848	2020	Human	singleton_4299	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12402901	2020	Human	singleton_2841	cluster_119	cluster_65	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12402913	2020	Human	singleton_2830	cluster_119	cluster_65	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12403049	2020	Human	singleton_5057	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12403592	2020	Bovine	cluster_366	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12407690	2020	Human	cluster_212	cluster_40	cluster_151	cluster_75	cluster_36	cluster_27	cluster_17	cluster_13	cluster_8	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12407751	2020	Human	cluster_321	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12407765	2020	Human	singleton_1659	cluster_33	cluster_20	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12411087	2020	Human	singleton_2425	singleton_345	cluster_48	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12411094	2020	Human	cluster_47	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12413856	2020	Human	singleton_1899	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12413861	2020	Human	singleton_2604	singleton_407	cluster_53	cluster_27	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12414218	2020	Human	singleton_2007	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12414227	2020	Human	singleton_1560	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12416765	2020	Human	singleton_2194	cluster_167	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12416770	2020	Bovine	singleton_4855	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12422266	2020	Human	singleton_1846	cluster_61	cluster_38	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12422274	2020	Human	singleton_3011	cluster_136	cluster_80	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12423021	2020	Human	cluster_379	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12423818	2020	Human	singleton_2831	cluster_119	cluster_65	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12424426	2020	Bovine	singleton_345	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12424427	2020	Bovine	cluster_353	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12424431	2020	Bovine	cluster_366	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12424434	2020	Bovine	singleton_4755	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12427840	2020	Human	singleton_1835	cluster_40	cluster_151	cluster_75	cluster_36	cluster_27	cluster_17	cluster_13	cluster_8	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12429809	2020	Human	singleton_5029	singleton_1065	cluster_148	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12430494	2020	Human	singleton_2606	singleton_409	cluster_53	cluster_27	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12436599	2020	Human	cluster_326	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12436975	2020	Human	singleton_1307	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12441799	2020	Bovine	singleton_351	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12441800	2020	Chicken	cluster_301	cluster_232	cluster_149	cluster_73	cluster_34	cluster_25	cluster_15	cluster_11	cluster_6	cluster_7	cluster_5	cluster_3	cluster_2	cluster_3	cluster_3	cluster_1
SRR12449705	2020	Bovine	singleton_5026	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12449945	2020	Human	singleton_5147	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12449947	2020	Human	singleton_3794	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12454607	2020	Human	cluster_184	cluster_35	cluster_22	cluster_15	cluster_9	cluster_8	cluster_6	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12455407	2020	Human	cluster_321	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12455726	2020	Bovine	cluster_103	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12455731	2020	Bovine	singleton_398	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12455774	2020	Human	singleton_4347	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12455775	2020	Human	cluster_96	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12462627	2020	Human	cluster_401	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12462982	2020	Human	singleton_2276	singleton_256	cluster_145	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12463539	2020	Human	singleton_4206	cluster_235	cluster_152	cluster_76	cluster_37	cluster_28	cluster_18	cluster_14	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12465782	2020	Human	singleton_4215	cluster_235	cluster_152	cluster_76	cluster_37	cluster_28	cluster_18	cluster_14	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12467554	2020	Human	singleton_3318	singleton_693	singleton_332	singleton_128	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12469201	2020	Human	singleton_4233	cluster_235	cluster_152	cluster_76	cluster_37	cluster_28	cluster_18	cluster_14	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12470996	2020	Human	cluster_428	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12473484	2020	Human	singleton_1407	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12476744	2020	Human	singleton_2947	singleton_571	singleton_286	cluster_38	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12478101	2020	Human	singleton_3671	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12478121	2020	Human	singleton_3189	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12478125	2020	Human	singleton_3714	cluster_183	cluster_113	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12481491	2020	Human	cluster_208	cluster_40	cluster_151	cluster_75	cluster_36	cluster_27	cluster_17	cluster_13	cluster_8	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12485987	2020	Human	singleton_2494	cluster_79	cluster_52	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12486647	2020	Bovine	cluster_366	cluster_228	cluster_146	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12487632	2020	Bovine	singleton_4721	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12487689	2020	Bovine	singleton_979	cluster_22	cluster_144	cluster_71	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12491934	2020	Human	singleton_2855	singleton_514	singleton_252	cluster_50	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12491960	2020	Human	singleton_4413	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12492674	2020	Human	singleton_1927	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12492692	2020	Bovine	cluster_327	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12493485	2020	Human	cluster_315	cluster_235	cluster_152	cluster_76	cluster_37	cluster_28	cluster_18	cluster_14	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12493983	2020	Human	singleton_1824	cluster_39	cluster_151	cluster_75	cluster_36	cluster_27	cluster_17	cluster_13	cluster_8	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12506621	2020	Human	singleton_3191	cluster_190	cluster_116	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12506624	2020	Human	singleton_2424	singleton_344	singleton_179	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12507418	2020	Human	singleton_2549	cluster_84	cluster_54	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12507422	2020	Human	singleton_2569	singleton_393	singleton_190	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12507428	2020	Human	singleton_2624	singleton_421	cluster_54	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12508153	2020	Human	singleton_4324	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12509968	2020	Human	singleton_1893	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12511112	2020	Human	singleton_620	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12511484	2020	Human	singleton_2293	cluster_227	cluster_145	cluster_72	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12513488	2020	Human	singleton_2265	singleton_250	singleton_118	singleton_63	cluster_11	cluster_9	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12514601	2020	Human	singleton_2450	cluster_73	cluster_49	cluster_28	cluster_17	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12515458	2020	Bovine	singleton_823	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12515645	2020	Human	singleton_4291	cluster_211	cluster_138	cluster_69	cluster_33	cluster_24	cluster_14	cluster_10	cluster_5	cluster_6	cluster_4	cluster_2	cluster_2	cluster_3	cluster_3	cluster_1
SRR12516319	2020	Human	singleton_5131	cluster_236	cluster_153	cluster_77	cluster_38	cluster_29	cluster_19	cluster_15	cluster_9	cluster_9	cluster_7	cluster_5	cluster_4	cluster_3	cluster_3	cluster_1
SRR12516381	2020	Human	cluster_96	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
SRR12516791	2020	Human	cluster_96	cluster_233	cluster_150	cluster_74	cluster_35	cluster_26	cluster_16	cluster_12	cluster_7	cluster_8	cluster_6	cluster_4	cluster_3	cluster_2	cluster_3	cluster_1
