ID	Year	Source	MST-14	MST-49	MST-73	MST-79	MST-102	MST-140	MST-183	MST-209	MST-1131	MST-2019	MST-2915
SRR15203931	2021	Chicken	singleton_5268	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15206269	2021	Human	cluster_113	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15206270	2021	Human	singleton_6295	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15207333	2021	Human	cluster_205	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15209032	2021	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15209041	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15209051	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15209886	2021	Human	singleton_5374	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15209896	2021	Human	singleton_6934	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15210149	2021	Chicken	singleton_4799	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15210153	2021	Swine	singleton_314	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15210750	2021	Chicken	singleton_2758	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15210754	2021	Swine	singleton_2472	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15210755	2021	Swine	cluster_57	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15210756	2021	Swine	cluster_57	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15214626	2021	Human	cluster_205	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15214629	2021	Human	singleton_6307	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15215819	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15216106	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15216608	2021	Chicken	singleton_2488	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15216965	2021	Chicken	cluster_483	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15217080	2021	Swine	cluster_240	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15217081	2021	Chicken	singleton_3201	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15217893	2021	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15217972	2021	Human	singleton_4433	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15217987	2021	Chicken	cluster_322	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15222815	2021	Human	cluster_478	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15222816	2021	Human	singleton_687	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15225092	2021	Human	singleton_2081	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15225098	2021	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15225104	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15228394	2021	Human	singleton_6383	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15233951	2021	Human	singleton_1746	singleton_76	singleton_36	singleton_30	singleton_20	cluster_2	cluster_2	cluster_2	cluster_3	cluster_3	cluster_2
SRR15236707	2021	Human	singleton_7236	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15238032	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15245421	2021	Human	cluster_9	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15245427	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15246138	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15246142	2021	Human	cluster_306	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15248046	2021	Swine	cluster_226	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15248049	2021	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15248580	2021	Human	singleton_1056	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249068	2021	Swine	cluster_221	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249070	2021	Bovine	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249071	2021	Chicken	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249077	2021	Chicken	singleton_2700	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249247	2021	Chicken	singleton_2532	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249528	2021	Chicken	singleton_4675	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249531	2021	Chicken	singleton_3786	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249532	2021	Chicken	singleton_5844	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249534	2021	Chicken	singleton_1803	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249582	2021	Human	singleton_1200	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249594	2021	Human	singleton_21	singleton_11	singleton_6	singleton_5	cluster_4	cluster_3	cluster_3	cluster_3	cluster_4	cluster_3	cluster_2
SRR15249601	2021	Human	cluster_253	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15249605	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15251249	2021	Human	singleton_4436	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15251519	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15251523	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15251525	2021	Human	singleton_1555	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15251532	2021	Human	singleton_1362	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15251535	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15254031	2021	Chicken	singleton_6588	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257782	2021	Human	singleton_1351	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257784	2021	Human	singleton_1513	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257794	2021	Human	singleton_2337	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257814	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257840	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257847	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257864	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15257874	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258626	2021	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258688	2021	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258689	2021	Human	singleton_599	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258709	2021	Human	singleton_7101	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258719	2021	Human	cluster_108	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258742	2021	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258747	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15258779	2021	Human	cluster_230	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15265142	2021	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15265180	2021	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15265181	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15271142	2021	Swine	singleton_2149	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15271637	2021	Bovine	singleton_1665	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15276509	2021	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15276510	2021	Turkey	cluster_574	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15276558	2021	Chicken	cluster_305	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15287387	2021	Swine	singleton_437	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15291683	2021	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15293524	2021	Human	singleton_353	cluster_20	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15293631	2021	Human	singleton_1954	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15293722	2021	Human	singleton_1150	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15293781	2021	Human	singleton_3124	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15293908	2021	Chicken	singleton_1757	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15293915	2021	Chicken	singleton_3711	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15293918	2021	Turkey	singleton_5534	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15295028	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15295098	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15295101	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15295116	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15295156	2021	Human	singleton_933	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15295959	2021	Chicken	singleton_4734	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15296627	2021	Human	singleton_357	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15299709	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15305356	2021	Human	singleton_292	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15305372	2021	Human	cluster_305	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15305611	2021	Human	singleton_2207	cluster_39	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15306545	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15307646	2021	Human	cluster_205	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15309339	2021	Human	cluster_103	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15321230	2021	Chicken	singleton_2956	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15321232	2021	Chicken	singleton_2470	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15321239	2021	Chicken	cluster_339	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15321330	2021	Chicken	singleton_5017	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15321331	2021	Chicken	singleton_4299	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15323822	2021	Chicken	cluster_141	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15323830	2021	Chicken	singleton_4160	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15323854	2021	Chicken	singleton_2869	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15323986	2021	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15323987	2021	Turkey	cluster_574	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15323996	2021	Chicken	singleton_7159	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15323999	2021	Chicken	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15324001	2021	Swine	cluster_226	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15324150	2021	Human	singleton_3505	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15324346	2021	Human	singleton_193	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15324349	2021	Human	cluster_486	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15326439	2021	Human	singleton_1115	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15326445	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15326466	2021	Human	cluster_26	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15327675	2021	Human	singleton_4409	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15327820	2021	Human	singleton_1369	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15327824	2021	Human	singleton_719	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15328154	2021	Human	singleton_2867	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15328285	2021	Human	cluster_230	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15330761	2021	Human	cluster_234	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15332051	2021	Human	cluster_578	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15335120	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15338590	2021	Chicken	singleton_2482	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15341692	2021	Human	cluster_141	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15345379	2021	Human	singleton_4231	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15345387	2021	Human	cluster_97	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15348088	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15356221	2021	Human	singleton_2440	cluster_45	cluster_19	cluster_15	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15358120	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15358140	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15359634	2021	Human	cluster_149	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361471	2021	Human	cluster_283	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361474	2021	Human	singleton_582	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361653	Unknown	Unspecified Animal	cluster_479	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361662	2021	Human	singleton_6275	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361666	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361736	2021	Human	singleton_5853	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361833	2021	Human	singleton_1098	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15361837	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15362721	2021	Human	cluster_222	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15362722	2021	Human	cluster_222	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15362724	2021	Human	cluster_234	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15366803	2021	Human	cluster_477	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15367445	2021	Human	singleton_2146	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15367449	2021	Human	singleton_1687	cluster_30	cluster_19	cluster_15	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15373627	2021	Human	singleton_2402	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15373638	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15374175	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15374305	2021	Human	singleton_5382	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15374339	2021	Human	singleton_910	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15374680	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15376947	2021	Human	cluster_40	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15376951	2021	Human	cluster_595	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15376959	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15377078	2021	Human	singleton_7234	cluster_50	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15382853	2021	Human	singleton_2220	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15382905	2021	Human	cluster_251	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15401342	2021	Human	singleton_1309	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15401353	2021	Human	singleton_2063	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
SRR15402267	2021	Human	cluster_219	cluster_58	cluster_20	cluster_16	cluster_10	cluster_7	cluster_8	cluster_8	cluster_4	cluster_3	cluster_2
