ID	Year	Source	MST-14	MST-60	MST-82	MST-91	MST-137	MST-143	MST-151	MST-162	MST-173	MST-183	MST-192	MST-199	MST-227	MST-282
SRR15404223	2021	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15413235	2021	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15441841	2021	Human	singleton_47	cluster_14	cluster_7	cluster_6	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15465781	2021	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15466747	2021	Swine	singleton_80	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15500750	2021	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15510091	2021	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15559133	2021	Human	cluster_39	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15569635	2021	Human	singleton_213	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15635582	2021	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15676031	2021	Human	cluster_84	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15678693	2021	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15693950	2010	Human	cluster_69	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15700447	2021	Human	cluster_131	cluster_16	cluster_8	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15712911	2021	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15744483	2021	Turkey	singleton_381	cluster_8	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15813372	2021	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15832916	2021	Human	singleton_12	singleton_1	singleton_1	cluster_1	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15845188	2021	Human	singleton_151	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15893401	2021	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15903025	2021	Human	singleton_221	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15904147	2021	Human	cluster_22	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15931316	2021	Human	cluster_40	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15988566	2020	Human	cluster_99	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR15998139	2021	Human	singleton_360	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16027364	2021	Human	singleton_461	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16028417	2021	Human	singleton_460	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16048149	2021	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16104186	2021	Human	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16118228	2021	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16134535	2021	Human	cluster_110	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16134635	2021	Human	cluster_103	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16194334	2021	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16206589	2021	Human	cluster_131	cluster_16	cluster_8	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16216456	2021	Human	cluster_7	cluster_14	cluster_7	cluster_6	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636677	2014	Unspecified Poultry	singleton_101	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636678	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636679	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636680	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636681	2014	Unspecified Poultry	singleton_48	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636682	2013	Unspecified Poultry	singleton_61	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636683	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636685	2014	Unspecified Poultry	singleton_399	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636686	2014	Unspecified Poultry	singleton_62	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636687	2014	Unspecified Poultry	singleton_102	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636688	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636689	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636690	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636691	2014	Unspecified Poultry	singleton_60	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636693	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636694	2014	Chicken	singleton_8	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636695	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636696	2014	Unspecified Poultry	singleton_269	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636697	2014	Unspecified Poultry	singleton_397	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636698	2014	Unspecified Poultry	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636699	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636700	2014	Unspecified Poultry	singleton_100	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1636701	2014	Unspecified Poultry	cluster_119	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16389940	2021	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16532286	2021	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16598280	2021	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16631960	2021	Swine	cluster_19	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16761012	Unknown	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16763748	2021	Human	singleton_446	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16878464	2021	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16913534	2021	Human	cluster_127	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16952043	2021	Human	cluster_39	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695734	2012	Unspecified Poultry	cluster_50	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695735	2012	Unspecified Poultry	singleton_319	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695742	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695743	2012	Unspecified Poultry	cluster_82	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695744	2012	Unspecified Poultry	cluster_50	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695747	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695749	2012	Unspecified Poultry	singleton_345	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695753	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695760	2012	Unspecified Poultry	cluster_50	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695763	2012	Unspecified Poultry	cluster_82	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695767	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695768	2012	Unspecified Poultry	singleton_367	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695769	2012	Unspecified Poultry	cluster_82	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1695775	2012	Unspecified Poultry	cluster_129	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR16958679	2021	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17009316	2021	Human	singleton_143	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17066593	2021	Human	cluster_131	cluster_16	cluster_8	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17106605	2021	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17119274	2021	Human	cluster_95	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17139688	2021	Human	cluster_28	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17144935	2021	Human	singleton_466	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17168011	2021	Human	cluster_95	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1720449	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1720567	2012	Unspecified Poultry	cluster_50	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17218361	2021	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17230641	2021	Human	singleton_270	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17348919	2021	Chicken	singleton_273	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17407484	2021	Chicken	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17412847	2021	Human	cluster_23	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17534445	Unknown	Human	singleton_475	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17649998	2022	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17695665	2021	Human	cluster_84	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17720458	2022	Human	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17720654	2022	Human	singleton_250	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17721912	2021	Human	cluster_79	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17733419	2022	Human	singleton_187	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1774054	2012	Unspecified Poultry	singleton_337	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1774056	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1774060	2012	Unspecified Poultry	cluster_82	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1774062	2012	Unspecified Poultry	singleton_385	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1774068	2012	Unspecified Poultry	cluster_82	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1774081	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1774088	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17838237	2022	Human	cluster_40	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR17839029	2021	Human	singleton_6	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18116035	2022	Human	cluster_121	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18116350	2022	Human	cluster_121	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1812821	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18131911	2022	Human	singleton_310	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18218786	2018	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18230302	2022	Human	singleton_522	singleton_41	singleton_26	cluster_7	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_2	cluster_1	cluster_1
SRR18266356	2022	Human	cluster_25	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18326937	2022	Human	singleton_59	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18327286	2022	Human	cluster_12	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18328937	2022	Chicken	cluster_120	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18435761	2022	Swine	singleton_176	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18484617	2022	Turkey	cluster_98	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1849366	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1849370	2012	Unspecified Poultry	cluster_82	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1849383	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1849388	2012	Unspecified Poultry	cluster_129	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1849392	2012	Unspecified Poultry	cluster_82	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1849397	2012	Unspecified Poultry	cluster_113	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR1849404	2012	Unspecified Poultry	cluster_50	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18529535	2022	Human	cluster_12	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18556915	2022	Human	cluster_12	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18559769	2022	Human	singleton_229	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18568200	2022	Human	cluster_111	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18637709	2022	Human	singleton_215	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18664123	2022	Swine	singleton_478	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18735568	2022	Human	singleton_142	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
SRR18759945	2022	Human	singleton_65	cluster_18	cluster_10	cluster_8	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_3	cluster_2	cluster_2
