ID	Year	Source	MST-14	MST-49	MST-65	MST-83	MST-96	MST-110	MST-129	MST-145	MST-154	MST-167	MST-224	MST-426	MST-490	MST-656
SRR14341032	2021	Human	singleton_429	singleton_259	singleton_228	singleton_200	singleton_185	singleton_171	singleton_144	singleton_114	singleton_102	cluster_24	cluster_9	cluster_4	cluster_3	cluster_2
SRR14421781	2021	Bovine	cluster_70	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14521589	2021	Human	singleton_523	singleton_351	singleton_320	singleton_292	singleton_275	singleton_261	singleton_213	singleton_170	singleton_153	singleton_105	cluster_9	cluster_4	cluster_3	cluster_2
SRR14521639	2021	Human	singleton_150	cluster_24	cluster_26	cluster_22	cluster_15	cluster_9	cluster_9	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14521983	2021	Human	singleton_12	cluster_2	cluster_2	cluster_1	cluster_1	cluster_1	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14539535	2021	Human	singleton_191	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14554590	2021	Swine	cluster_108	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR14563169	2021	Bovine	cluster_36	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14569525	2021	Human	singleton_248	cluster_24	cluster_26	cluster_22	cluster_15	cluster_9	cluster_9	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14631977	2021	Human	cluster_16	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14633222	2021	Human	cluster_92	cluster_70	cluster_72	cluster_64	cluster_61	cluster_62	cluster_61	cluster_65	cluster_58	cluster_45	cluster_4	cluster_3	cluster_2	cluster_1
SRR14634880	2021	Human	cluster_16	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14671878	2021	Human	cluster_92	cluster_70	cluster_72	cluster_64	cluster_61	cluster_62	cluster_61	cluster_65	cluster_58	cluster_45	cluster_4	cluster_3	cluster_2	cluster_1
SRR14722447	2021	Human	singleton_288	cluster_29	cluster_31	cluster_26	cluster_19	cluster_13	cluster_11	cluster_9	cluster_6	cluster_6	cluster_9	cluster_4	cluster_3	cluster_2
SRR14737525	2021	Human	singleton_307	singleton_143	singleton_115	singleton_91	singleton_80	singleton_75	singleton_60	singleton_45	singleton_40	cluster_11	cluster_9	cluster_4	cluster_3	cluster_2
SRR14739017	2021	Bovine	singleton_204	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14882777	2021	Bovine	cluster_15	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14891584	2021	Human	singleton_700	cluster_69	cluster_71	cluster_62	cluster_59	cluster_60	cluster_59	cluster_63	cluster_57	cluster_45	cluster_4	cluster_3	cluster_2	cluster_1
SRR14897826	2021	Swine	singleton_206	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14908177	2021	Human	cluster_70	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR14918213	2021	Human	singleton_372	singleton_205	singleton_175	singleton_149	singleton_138	singleton_129	singleton_106	singleton_82	singleton_73	singleton_52	cluster_9	cluster_4	cluster_3	cluster_2
SRR14918246	2021	Human	singleton_746	singleton_509	singleton_468	singleton_429	singleton_399	singleton_362	singleton_276	singleton_214	cluster_53	cluster_41	cluster_9	cluster_4	cluster_3	cluster_2
SRR14933835	2021	Swine	singleton_205	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15013232	2021	Human	singleton_371	singleton_204	singleton_174	singleton_148	singleton_137	singleton_128	singleton_105	cluster_25	cluster_20	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR15027038	2021	Human	singleton_427	singleton_257	singleton_226	singleton_198	singleton_183	singleton_169	singleton_143	singleton_113	singleton_101	singleton_70	cluster_9	cluster_4	cluster_3	cluster_2
SRR15027112	2021	Human	singleton_808	singleton_542	singleton_500	singleton_459	singleton_428	singleton_388	cluster_75	cluster_78	cluster_71	cluster_58	cluster_9	cluster_4	cluster_3	cluster_2
SRR15048712	2021	Human	singleton_370	singleton_203	singleton_173	singleton_147	singleton_136	singleton_127	singleton_104	singleton_81	singleton_72	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR15054280	2021	Human	singleton_791	singleton_534	singleton_493	singleton_454	singleton_423	singleton_383	singleton_292	cluster_79	cluster_72	cluster_59	cluster_9	cluster_4	cluster_3	cluster_2
SRR15064600	2021	Bovine	singleton_73	cluster_5	cluster_5	cluster_67	cluster_65	cluster_67	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15064610	2021	Bovine	singleton_55	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15064705	2021	Bovine	cluster_15	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15070113	Unknown	Human	singleton_733	singleton_503	singleton_462	singleton_423	singleton_394	singleton_358	singleton_275	cluster_50	cluster_45	cluster_37	cluster_9	cluster_4	cluster_3	cluster_2
SRR15102573	2021	Swine	cluster_110	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR15102647	2021	Bovine	cluster_15	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15108186	2021	Bovine	cluster_15	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15111412	2021	Bovine	cluster_17	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15130512	2021	Human	cluster_66	cluster_49	cluster_52	cluster_47	cluster_41	cluster_37	cluster_40	cluster_45	cluster_41	cluster_34	cluster_9	cluster_4	cluster_3	cluster_2
SRR15162147	2021	Human	singleton_331	singleton_165	singleton_136	cluster_32	cluster_24	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR15178011	2021	Human	singleton_335	singleton_169	singleton_139	singleton_113	singleton_102	singleton_95	singleton_75	singleton_58	singleton_52	singleton_43	cluster_9	cluster_4	cluster_3	cluster_2
SRR15178374	2021	Human	singleton_718	cluster_79	cluster_81	cluster_73	cluster_71	cluster_70	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15178484	2021	Bovine	cluster_15	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15178499	2021	Bovine	singleton_202	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15178505	2021	Bovine	singleton_53	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15178507	2021	Bovine	cluster_15	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15192294	2021	Human	cluster_70	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15193227	2021	Human	singleton_549	singleton_375	singleton_344	singleton_316	singleton_299	cluster_66	cluster_65	cluster_69	cluster_62	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15197619	2021	Human	singleton_589	singleton_406	singleton_373	singleton_344	singleton_326	singleton_304	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15200102	2021	Human	singleton_519	singleton_347	singleton_316	singleton_288	singleton_271	singleton_257	singleton_210	singleton_167	singleton_150	singleton_102	cluster_9	cluster_4	cluster_3	cluster_2
SRR15202863	2021	Human	singleton_411	singleton_243	singleton_212	cluster_10	cluster_5	cluster_3	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15210115	2021	Human	singleton_322	singleton_157	singleton_128	singleton_104	singleton_93	singleton_87	cluster_17	cluster_16	cluster_12	cluster_13	cluster_9	cluster_4	cluster_3	cluster_2
SRR15216610	2021	Bovine	singleton_56	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15248935	2021	Human	singleton_520	singleton_348	singleton_317	singleton_289	singleton_272	singleton_258	singleton_211	singleton_168	singleton_151	singleton_103	cluster_9	cluster_4	cluster_3	cluster_2
SRR15249577	2021	Human	singleton_306	singleton_142	singleton_114	singleton_90	cluster_29	cluster_25	cluster_27	cluster_30	cluster_26	cluster_19	cluster_9	cluster_4	cluster_3	cluster_2
SRR15249596	2021	Human	singleton_534	singleton_362	singleton_331	singleton_303	singleton_286	singleton_270	singleton_221	singleton_177	singleton_160	singleton_112	cluster_9	cluster_4	cluster_3	cluster_2
SRR15249609	2021	Human	singleton_525	singleton_353	singleton_322	singleton_294	singleton_277	singleton_263	singleton_215	singleton_172	singleton_155	singleton_107	cluster_9	cluster_4	cluster_3	cluster_2
SRR15251470	2021	Human	singleton_661	singleton_465	singleton_428	singleton_395	singleton_371	singleton_339	singleton_263	singleton_207	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR15288192	2021	Human	singleton_320	singleton_155	singleton_126	singleton_102	singleton_91	singleton_85	singleton_67	cluster_16	cluster_12	cluster_13	cluster_9	cluster_4	cluster_3	cluster_2
SRR15295163	2021	Human	cluster_104	cluster_79	cluster_81	cluster_73	cluster_71	cluster_70	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15305602	2021	Human	cluster_104	cluster_79	cluster_81	cluster_73	cluster_71	cluster_70	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15309200	2021	Human	cluster_52	cluster_31	cluster_33	cluster_28	cluster_21	cluster_15	cluster_13	cluster_12	cluster_10	cluster_11	cluster_9	cluster_4	cluster_3	cluster_2
SRR15327836	2021	Human	singleton_774	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR15327847	2021	Human	singleton_527	singleton_355	singleton_324	singleton_296	singleton_279	singleton_265	singleton_217	singleton_174	singleton_157	singleton_109	cluster_9	cluster_4	cluster_3	cluster_2
SRR15339676	2021	Human	singleton_286	singleton_125	singleton_97	singleton_74	singleton_64	cluster_38	cluster_41	cluster_46	cluster_41	cluster_34	cluster_9	cluster_4	cluster_3	cluster_2
SRR15340332	2021	Human	cluster_52	cluster_31	cluster_33	cluster_28	cluster_21	cluster_15	cluster_13	cluster_12	cluster_10	cluster_11	cluster_9	cluster_4	cluster_3	cluster_2
SRR15361473	2021	Human	singleton_586	singleton_404	singleton_371	singleton_342	singleton_324	singleton_302	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15361578	2021	Human	singleton_321	singleton_156	singleton_127	singleton_103	singleton_92	singleton_86	cluster_17	cluster_16	cluster_12	cluster_13	cluster_9	cluster_4	cluster_3	cluster_2
SRR15367336	2021	Human	singleton_412	singleton_244	singleton_213	singleton_185	singleton_170	singleton_158	singleton_134	singleton_104	singleton_93	singleton_68	cluster_9	cluster_4	cluster_3	cluster_2
SRR15367562	2021	Human	singleton_425	singleton_255	singleton_224	singleton_196	singleton_181	singleton_167	singleton_141	singleton_111	singleton_99	cluster_21	cluster_9	cluster_4	cluster_3	cluster_2
SRR15374742	2021	Human	singleton_732	singleton_502	singleton_461	singleton_422	singleton_393	singleton_357	singleton_274	cluster_50	cluster_45	cluster_37	cluster_9	cluster_4	cluster_3	cluster_2
SRR15382857	2021	Human	singleton_532	singleton_360	singleton_329	singleton_301	singleton_284	singleton_269	singleton_220	singleton_176	singleton_159	singleton_111	cluster_9	cluster_4	cluster_3	cluster_2
SRR15401338	2021	Human	singleton_758	singleton_519	singleton_478	singleton_439	singleton_409	singleton_371	singleton_282	singleton_220	singleton_198	singleton_138	cluster_9	cluster_4	cluster_3	cluster_2
SRR15403837	2021	Human	singleton_790	singleton_533	singleton_492	singleton_453	cluster_67	cluster_74	cluster_74	cluster_77	cluster_70	cluster_57	cluster_9	cluster_4	cluster_3	cluster_2
SRR15403875	2021	Human	singleton_246	singleton_92	singleton_68	singleton_50	singleton_40	singleton_37	singleton_27	cluster_6	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15406704	2021	Human	cluster_30	cluster_17	cluster_18	cluster_16	cluster_11	cluster_6	cluster_6	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15411299	2021	Human	cluster_30	cluster_17	cluster_18	cluster_16	cluster_11	cluster_6	cluster_6	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15461926	2021	Human	cluster_74	cluster_58	cluster_59	cluster_53	cluster_47	cluster_48	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15488708	2021	Swine	singleton_203	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15522143	2021	Human	singleton_757	cluster_78	cluster_80	cluster_72	cluster_70	cluster_69	cluster_28	cluster_31	cluster_27	cluster_53	cluster_9	cluster_4	cluster_3	cluster_2
SRR15540701	2021	Human	singleton_289	cluster_29	cluster_31	cluster_26	cluster_19	cluster_13	cluster_11	cluster_9	cluster_6	cluster_6	cluster_9	cluster_4	cluster_3	cluster_2
SRR15564315	2021	Human	singleton_684	cluster_68	cluster_69	cluster_61	cluster_58	cluster_59	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15564818	2021	Human	singleton_318	singleton_153	singleton_124	singleton_100	singleton_89	singleton_83	singleton_65	singleton_50	singleton_44	singleton_36	cluster_9	cluster_4	cluster_3	cluster_2
SRR15566072	2021	Human	cluster_27	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15566073	2021	Human	cluster_27	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15567575	2021	Human	singleton_212	singleton_67	cluster_18	cluster_16	cluster_11	cluster_6	cluster_6	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15597944	2021	Human	singleton_218	cluster_19	cluster_20	cluster_17	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15607190	2021	Human	cluster_85	cluster_67	cluster_68	cluster_60	cluster_56	cluster_57	cluster_57	cluster_61	cluster_57	cluster_45	cluster_4	cluster_3	cluster_2	cluster_1
SRR15611818	2021	Human	singleton_119	singleton_39	singleton_32	singleton_18	singleton_16	singleton_14	singleton_9	singleton_8	singleton_5	singleton_4	cluster_9	cluster_4	cluster_3	cluster_2
SRR15611825	2021	Human	cluster_66	cluster_49	cluster_52	cluster_47	cluster_41	cluster_37	cluster_40	cluster_45	cluster_41	cluster_34	cluster_9	cluster_4	cluster_3	cluster_2
SRR15632865	2021	Human	singleton_105	singleton_27	singleton_20	singleton_8	singleton_6	cluster_67	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15635479	2021	Human	singleton_336	cluster_36	cluster_38	cluster_33	cluster_25	cluster_19	cluster_19	cluster_18	cluster_25	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR15654499	2021	Human	singleton_524	singleton_352	singleton_321	singleton_293	singleton_276	singleton_262	singleton_214	singleton_171	singleton_154	singleton_106	cluster_9	cluster_4	cluster_3	cluster_2
SRR15654505	2021	Human	singleton_317	singleton_152	singleton_123	singleton_99	singleton_88	singleton_82	singleton_64	singleton_49	singleton_43	singleton_35	cluster_9	cluster_4	cluster_3	cluster_2
SRR15671057	2021	Bovine	singleton_219	cluster_19	cluster_20	cluster_17	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15702866	2021	Human	cluster_74	cluster_58	cluster_59	cluster_53	cluster_47	cluster_48	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15713728	2021	Human	cluster_76	cluster_68	cluster_69	cluster_61	cluster_58	cluster_59	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR15736312	2021	Bovine	singleton_51	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15744458	2021	Bovine	cluster_15	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15780410	2021	Bovine	cluster_32	cluster_18	cluster_19	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15801584	2021	Human	singleton_302	singleton_139	singleton_111	singleton_88	singleton_78	singleton_73	cluster_17	cluster_16	cluster_12	cluster_13	cluster_9	cluster_4	cluster_3	cluster_2
SRR15831149	2021	Human	cluster_84	cluster_66	cluster_67	cluster_59	cluster_54	cluster_56	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR15831248	2021	Human	singleton_366	singleton_199	singleton_169	singleton_143	singleton_132	singleton_124	singleton_101	singleton_80	singleton_71	singleton_51	cluster_9	cluster_4	cluster_3	cluster_2
SRR15831269	2021	Human	singleton_570	singleton_395	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR15837043	2021	Human	singleton_209	singleton_65	cluster_22	cluster_20	cluster_13	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR15837243	2021	Human	singleton_367	singleton_200	singleton_170	singleton_144	singleton_133	singleton_125	singleton_102	cluster_7	cluster_25	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR15837357	2021	Human	cluster_84	cluster_66	cluster_67	cluster_59	cluster_54	cluster_56	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR15861896	2021	Human	singleton_261	singleton_105	singleton_80	singleton_60	singleton_50	singleton_46	singleton_33	cluster_7	cluster_25	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR15871655	2021	Human	singleton_666	singleton_469	singleton_432	singleton_399	singleton_375	singleton_343	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR15879245	2021	Bovine	singleton_143	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15880989	2021	Human	singleton_9	singleton_5	singleton_4	singleton_1	singleton_1	singleton_1	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15896623	2021	Unspecified Animal	singleton_809	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15904972	2021	Human	singleton_728	singleton_499	singleton_458	singleton_419	singleton_391	singleton_356	singleton_273	singleton_213	singleton_192	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15912766	2021	Human	cluster_18	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15916580	2021	Unspecified Animal	singleton_166	cluster_18	cluster_19	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15943651	2021	Bovine	cluster_70	cluster_55	cluster_57	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR15987199	2021	Human	cluster_110	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR15988214	2021	Human	singleton_158	singleton_61	singleton_51	singleton_35	cluster_8	cluster_6	cluster_6	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16054253	2021	Human	singleton_188	cluster_56	cluster_58	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16100314	2021	Bovine	cluster_110	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR16127394	2021	Human	singleton_642	singleton_446	cluster_67	cluster_59	cluster_54	cluster_56	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR16150371	2021	Human	singleton_224	singleton_73	singleton_56	singleton_40	cluster_24	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR16151722	2021	Human	singleton_800	singleton_539	singleton_498	cluster_78	cluster_76	cluster_75	cluster_76	cluster_80	cluster_73	cluster_60	cluster_9	cluster_4	cluster_3	cluster_2
SRR16153124	2021	Human	singleton_546	singleton_374	singleton_343	singleton_315	singleton_298	singleton_279	singleton_230	singleton_183	singleton_166	singleton_116	cluster_9	cluster_4	cluster_3	cluster_2
SRR16194373	2021	Human	singleton_662	singleton_466	singleton_429	singleton_396	singleton_372	singleton_340	cluster_58	cluster_62	cluster_56	cluster_44	cluster_2	cluster_1	cluster_2	cluster_1
SRR16241764	2021	Bovine	cluster_32	cluster_18	cluster_19	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16312206	2021	Human	cluster_7	cluster_2	cluster_2	cluster_1	cluster_1	cluster_1	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16312221	2021	Human	cluster_7	cluster_2	cluster_2	cluster_1	cluster_1	cluster_1	cluster_67	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16346377	2021	Human	singleton_783	singleton_526	singleton_485	singleton_446	singleton_416	singleton_376	singleton_286	singleton_224	singleton_201	singleton_141	cluster_9	cluster_4	cluster_3	cluster_2
SRR16356218	2021	Human	cluster_52	cluster_31	cluster_33	cluster_28	cluster_21	cluster_15	cluster_13	cluster_12	cluster_10	cluster_11	cluster_9	cluster_4	cluster_3	cluster_2
SRR16361993	2021	Human	singleton_756	cluster_78	cluster_80	cluster_72	cluster_70	cluster_69	cluster_28	cluster_31	cluster_27	cluster_53	cluster_9	cluster_4	cluster_3	cluster_2
SRR16478028	2021	Human	singleton_266	singleton_109	singleton_84	singleton_64	singleton_54	singleton_50	singleton_37	singleton_27	singleton_22	singleton_16	cluster_9	cluster_4	cluster_3	cluster_2
SRR16481894	2021	Human	singleton_399	cluster_36	cluster_38	cluster_33	cluster_25	cluster_19	cluster_19	cluster_18	cluster_25	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR16501710	2021	Bovine	cluster_110	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR16501712	2021	Bovine	cluster_110	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR16519912	2021	Human	singleton_229	singleton_77	singleton_58	singleton_42	cluster_24	cluster_45	cluster_50	cluster_57	cluster_52	cluster_55	cluster_9	cluster_4	cluster_3	cluster_2
SRR16520564	2021	Human	singleton_587	cluster_68	cluster_69	cluster_61	cluster_58	cluster_59	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR16541707	2021	Bovine	cluster_105	cluster_80	cluster_82	cluster_74	cluster_72	cluster_71	cluster_69	cluster_72	cluster_65	cluster_52	cluster_8	cluster_3	cluster_2	cluster_1
SRR16561891	2021	Bovine	singleton_54	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16561937	2021	Unspecified Animal	singleton_62	cluster_4	cluster_4	cluster_2	cluster_2	cluster_2	cluster_1	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16562154	2021	Human	cluster_96	cluster_79	cluster_81	cluster_73	cluster_71	cluster_70	cluster_68	cluster_71	cluster_64	cluster_51	cluster_7	cluster_3	cluster_2	cluster_1
SRR16563266	2021	Human	cluster_32	cluster_18	cluster_19	cluster_52	cluster_46	cluster_46	cluster_51	cluster_70	cluster_63	cluster_49	cluster_9	cluster_4	cluster_3	cluster_2
SRR16569090	2021	Human	singleton_563	singleton_389	singleton_358	singleton_330	singleton_313	singleton_292	singleton_241	singleton_194	singleton_177	singleton_124	cluster_9	cluster_4	cluster_3	cluster_2
SRR16569418	2021	Human	singleton_518	singleton_346	singleton_315	singleton_287	singleton_270	singleton_256	cluster_71	cluster_74	cluster_67	cluster_54	cluster_9	cluster_4	cluster_3	cluster_2
